02.01.2018 14:34:30.000 GMT-0000,10.340,10.340,10.340,10.340,0.0075,candlestick,0
02.01.2018 14:34:31.000 GMT-0000,10.340,10.340,10.340,10.340,0.0075,candlestick,0
02.01.2018 14:34:33.000 GMT-0000,10.340,10.340,10.340,10.340,0.0075,candlestick,0
02.01.2018 14:34:34.000 GMT-0000,10.340,10.340,10.328,10.328,0.030699999999999998,candlestick,0
02.01.2018 14:34:35.000 GMT-0000,10.338,10.338,10.338,10.338,0.0075,candlestick,0
02.01.2018 14:34:36.000 GMT-0000,10.341,10.348,10.341,10.348,0.010799999999999999,candlestick,0
02.01.2018 14:34:37.000 GMT-0000,10.341,10.348,10.341,10.348,0.0315,candlestick,0
02.01.2018 14:34:38.000 GMT-0000,10.347,10.347,10.347,10.347,0.0135,candlestick,0
02.01.2018 14:34:39.000 GMT-0000,10.348,10.348,10.347,10.347,0.015,candlestick,0
02.01.2018 14:34:40.000 GMT-0000,10.339,10.339,10.339,10.339,0.0075,candlestick,0
02.01.2018 14:34:41.000 GMT-0000,10.342,10.342,10.342,10.342,0.0075,candlestick,0
02.01.2018 14:34:44.000 GMT-0000,10.343,10.343,10.343,10.343,0.0075,candlestick,0
02.01.2018 14:34:45.000 GMT-0000,10.341,10.341,10.341,10.341,0.0075,candlestick,0
02.01.2018 14:34:46.000 GMT-0000,10.341,10.341,10.341,10.341,0.0075,candlestick,0
02.01.2018 14:34:47.000 GMT-0000,10.341,10.341,10.341,10.341,0.0075,candlestick,0
02.01.2018 14:34:50.000 GMT-0000,10.342,10.342,10.342,10.342,0.015,candlestick,0
02.01.2018 14:34:51.000 GMT-0000,10.347,10.350,10.347,10.350,0.0244,candlestick,0
02.01.2018 14:34:52.000 GMT-0000,10.352,10.352,10.352,10.352,0.0075,candlestick,0
02.01.2018 14:34:55.000 GMT-0000,10.353,10.360,10.353,10.360,0.015,candlestick,0
02.01.2018 14:34:56.000 GMT-0000,10.357,10.357,10.357,10.357,0.0124,candlestick,0
02.01.2018 14:34:57.000 GMT-0000,10.358,10.358,10.358,10.358,0.0075,candlestick,0
02.01.2018 14:34:58.000 GMT-0000,10.367,10.368,10.367,10.368,0.0126,candlestick,0
02.01.2018 14:34:59.000 GMT-0000,10.371,10.371,10.371,10.371,0.0075,candlestick,0
02.01.2018 14:35:00.000 GMT-0000,10.371,10.378,10.371,10.378,0.015999999999999997,candlestick,0
02.01.2018 14:35:01.000 GMT-0000,10.377,10.377,10.377,10.377,0.0115,candlestick,0
02.01.2018 14:35:02.000 GMT-0000,10.377,10.377,10.377,10.377,0.0105,candlestick,0
02.01.2018 14:35:03.000 GMT-0000,10.377,10.377,10.372,10.372,0.007899999999999999,candlestick,0
02.01.2018 14:35:05.000 GMT-0000,10.370,10.370,10.370,10.370,0.0075,candlestick,0
02.01.2018 14:35:06.000 GMT-0000,10.370,10.370,10.370,10.370,0.0075,candlestick,0
02.01.2018 14:35:07.000 GMT-0000,10.368,10.368,10.368,10.368,0.0008,candlestick,0
02.01.2018 14:35:08.000 GMT-0000,10.368,10.368,10.368,10.368,0.0111,candlestick,0
02.01.2018 14:35:09.000 GMT-0000,10.367,10.367,10.367,10.367,0.0112,candlestick,0
02.01.2018 14:35:10.000 GMT-0000,10.368,10.368,10.368,10.368,0.0045,candlestick,0
02.01.2018 14:35:11.000 GMT-0000,10.371,10.371,10.368,10.368,0.0084,candlestick,0
02.01.2018 14:35:13.000 GMT-0000,10.370,10.370,10.370,10.370,0.0075,candlestick,0
02.01.2018 14:35:15.000 GMT-0000,10.378,10.378,10.378,10.378,0.02,candlestick,0
02.01.2018 14:35:16.000 GMT-0000,10.382,10.382,10.382,10.382,0.0075,candlestick,0
02.01.2018 14:35:17.000 GMT-0000,10.387,10.388,10.382,10.382,0.015199999999999997,candlestick,0
02.01.2018 14:35:21.000 GMT-0000,10.382,10.388,10.382,10.388,0.009099999999999999,candlestick,0
02.01.2018 14:35:22.000 GMT-0000,10.388,10.398,10.388,10.398,0.017,candlestick,0
02.01.2018 14:35:23.000 GMT-0000,10.397,10.397,10.397,10.397,0.0161,candlestick,0
02.01.2018 14:35:27.000 GMT-0000,10.400,10.400,10.400,10.400,0.0075,candlestick,0
02.01.2018 14:35:28.000 GMT-0000,10.398,10.398,10.398,10.398,0.0133,candlestick,0
02.01.2018 14:35:29.000 GMT-0000,10.398,10.407,10.398,10.407,0.0264,candlestick,0
02.01.2018 14:35:30.000 GMT-0000,10.418,10.418,10.409,10.409,0.009,candlestick,0
02.01.2018 14:35:31.000 GMT-0000,10.413,10.413,10.413,10.413,0.0075,candlestick,0
02.01.2018 14:35:32.000 GMT-0000,10.410,10.410,10.410,10.410,0.0075,candlestick,0
02.01.2018 14:35:33.000 GMT-0000,10.408,10.408,10.408,10.408,0.0075,candlestick,0
02.01.2018 14:35:34.000 GMT-0000,10.408,10.417,10.408,10.417,0.0346,candlestick,0
02.01.2018 14:35:35.000 GMT-0000,10.417,10.418,10.417,10.418,0.0155,candlestick,0
02.01.2018 14:35:36.000 GMT-0000,10.417,10.418,10.417,10.418,0.020999999999999998,candlestick,0
02.01.2018 14:35:37.000 GMT-0000,10.428,10.428,10.428,10.428,0.0075,candlestick,0
02.01.2018 14:35:38.000 GMT-0000,10.427,10.427,10.427,10.427,0.011,candlestick,0
02.01.2018 14:35:39.000 GMT-0000,10.428,10.428,10.428,10.428,0.0008,candlestick,0
02.01.2018 14:35:41.000 GMT-0000,10.427,10.427,10.427,10.427,0.0117,candlestick,0
